desc_en,date,yoy_inflation
Health,2013-07-31,1.6753001101253335
Health,2013-08-31,1.6901541616639828
Health,2013-09-30,1.708556537602565
Health,2013-10-31,1.3592230704714694
Health,2013-11-30,1.3828773812200212
Health,2013-12-31,1.7630744863308165
Health,2014-01-31,1.8576316819560221
Health,2014-02-28,2.1590395240623015
Health,2014-03-31,2.2168681630182974
Health,2014-04-30,2.3307354127362228
Health,2014-05-31,2.2167565675913545
Health,2014-06-30,3.0974773992049967
Health,2014-07-31,3.3075855766188154
Health,2014-08-31,3.366609813168875
Health,2014-09-30,3.2220811838250376
Health,2014-10-31,3.2921966548921877
Health,2014-11-30,3.3234934071207713
Health,2014-12-31,2.974880820397689
Health,2015-01-31,3.0298195592643826
Health,2015-02-28,3.167283478441907
Health,2015-03-31,3.291754204287731
Health,2015-04-30,4.901350157222059
Health,2015-05-31,5.058699811983039
Health,2015-06-30,4.71315159493447
Health,2015-07-31,4.534662489600379
Health,2015-08-31,4.596518035602604
Health,2015-09-30,4.31927896634599
Health,2015-10-31,4.352991199828401
Health,2015-11-30,4.25488845775108
Health,2015-12-31,4.238610161152813
Health,2016-01-31,4.074164290482803
Health,2016-02-29,4.093339701786743
Health,2016-03-31,3.7693500430344447
Health,2016-04-30,1.912983623107329
Health,2016-05-31,1.7666382326134518
Health,2016-06-30,1.8412186156491053
Health,2016-07-31,1.9376419715903364
Health,2016-08-31,1.8959939367921694
Health,2016-09-30,2.0457142400829396
Health,2016-10-31,2.0815116441341632
Health,2016-11-30,2.213906735403116
Health,2016-12-31,2.2221227201138825
Health,2017-01-31,2.4976091980689703
Health,2017-02-28,2.5880147605750525
Health,2017-03-31,2.9242476671547726
Health,2017-04-30,2.9238118749351645
Health,2017-05-31,3.0405234795902416
Health,2017-06-30,2.9895740900565393
Health,2017-07-31,3.0734397947640075
Health,2017-08-31,3.0558216923647725
Health,2017-09-30,3.000386583519979
Health,2017-10-31,2.875277598100383
Health,2017-11-30,2.725710853433991
Health,2017-12-31,2.8293877363293336
Health,2018-01-31,2.3962860896402844
Health,2018-02-28,2.0955430823523282
Health,2018-03-31,2.000318088618969
Health,2018-04-30,2.1561989520709224
Health,2018-05-31,2.0259607932273656
Health,2018-06-30,0.5670757614622983
Health,2018-07-31,0.21317499696912603
Health,2018-08-31,0.11556049249155789
Health,2018-09-30,-0.1106985533659226
Health,2018-10-31,-0.11808522915341121
Health,2018-11-30,-0.09823280958495276
Health,2018-12-31,-0.2905387783515089
Health,2019-01-31,-0.025961533310444512
Health,2019-02-28,0.07103503002948086
Health,2019-03-31,0.15581878880058447
Health,2019-04-30,-0.047471596871975774
Health,2019-05-31,-0.06311036796518218
Health,2019-06-30,1.2132524372156033
Health,2019-07-31,1.3630334713693306
Health,2019-08-31,1.2966817619515805
Health,2019-09-30,1.2261944696741183
Health,2019-10-31,1.326661057948863
Health,2019-11-30,1.3120445251760933
Health,2019-12-31,1.3585561616766801
Health,2020-01-31,1.3605345721623252
Health,2020-02-29,1.236884868579799
Health,2020-03-31,1.1645174359945631
Health,2020-04-30,1.09317757510429
Health,2020-05-31,1.098384812321558
Health,2020-06-30,1.0656020431921904
Health,2020-07-31,0.9650176796496039
Health,2020-08-31,0.9815232212631891
Health,2020-09-30,1.1919314267695713
Health,2020-10-31,1.0976345412875441
Health,2020-11-30,1.0103453715126332
Health,2020-12-31,0.9324019545446482
Health,2021-01-31,0.7070074847266655
Health,2021-02-28,0.6473564123427213
Health,2021-03-31,0.4445429322004847
Health,2021-04-30,0.41167933641659965
Health,2021-05-31,0.4205589460339269
Health,2021-06-30,0.35547426312717706
Health,2021-07-31,0.3402725323608996
Health,2021-08-31,0.25834183519511666
Health,2021-09-30,0.19995304174964534
Health,2021-10-31,0.18822529835714544
Health,2021-11-30,0.24371884714798897
Health,2021-12-31,0.3330833180889489
Health,2022-01-31,0.4044666359843886
Health,2022-02-28,0.6373331647004169
Health,2022-03-31,0.44139388028319737
Health,2022-04-30,0.5123781756441091
Health,2022-05-31,0.6300577738547016
Health,2022-06-30,0.6453422074485377
Health,2022-07-31,0.878523927287099
Health,2022-08-31,0.9304805777153633
Health,2022-09-30,0.9639102787425184
Health,2022-10-31,0.9519223154132449
Health,2022-11-30,1.1423172902039627
Health,2022-12-31,1.0038561066973226
Health,2023-01-31,1.2691367078747386
Health,2023-02-28,1.4290902073162728
Health,2023-03-31,1.5654618391502548
Health,2023-04-30,1.5525383105796369
Health,2023-05-31,1.581765397433381
Health,2023-06-30,1.8452943683599647
Health,2023-07-31,1.9872178304448562
Health,2023-08-31,2.3236127828886746
Health,2023-09-30,2.203019121188294
Health,2023-10-31,2.258973041600379
Health,2023-11-30,2.1345592582512034
Health,2023-12-31,2.376924941868436
Health,2024-01-31,2.2178687509401844
Health,2024-02-29,2.0174178248044905
Health,2024-03-31,1.9389034467363953
Health,2024-04-30,2.0436813293306697
Health,2024-05-31,2.0062937876677567
Health,2024-06-30,1.5022139321854824
Health,2024-07-31,1.3503663424463068
Health,2024-08-31,1.108901380294576
Health,2024-09-30,1.2152392170157247
Health,2024-10-31,1.0965333666799373
Health,2024-11-30,1.009864818674537
Health,2024-12-31,0.8966771877709528
Health,2025-01-31,0.9185741122068547
Health,2025-02-28,0.726975402295646
Health,2025-03-31,0.8826310724691117
Health,2025-04-30,0.8272185100436709
Health,2025-05-31,0.964505146987999
Health,2025-06-30,0.8913441448721471
Health,2025-07-31,0.8462059559472761
Health,2025-08-31,0.8576640136501599
"Housing, Water, Electricity, Gas & Other Fuels",2010-01-31,
"Housing, Water, Electricity, Gas & Other Fuels",2010-02-28,
"Housing, Water, Electricity, Gas & Other Fuels",2010-03-31,
"Housing, Water, Electricity, Gas & Other Fuels",2010-04-30,
"Housing, Water, Electricity, Gas & Other Fuels",2010-05-31,
"Housing, Water, Electricity, Gas & Other Fuels",2010-06-30,
"Housing, Water, Electricity, Gas & Other Fuels",2010-07-31,
"Housing, Water, Electricity, Gas & Other Fuels",2010-08-31,
"Housing, Water, Electricity, Gas & Other Fuels",2010-09-30,
"Housing, Water, Electricity, Gas & Other Fuels",2010-10-31,
"Housing, Water, Electricity, Gas & Other Fuels",2010-11-30,
"Housing, Water, Electricity, Gas & Other Fuels",2010-12-31,
"Housing, Water, Electricity, Gas & Other Fuels",2011-01-31,1.7008508142026397
"Housing, Water, Electricity, Gas & Other Fuels",2011-02-28,1.8148839437149316
"Housing, Water, Electricity, Gas & Other Fuels",2011-03-31,1.9424626124296254
"Housing, Water, Electricity, Gas & Other Fuels",2011-04-30,1.961313203615893
"Housing, Water, Electricity, Gas & Other Fuels",2011-05-31,1.9477504859773682
"Housing, Water, Electricity, Gas & Other Fuels",2011-06-30,2.1544960118522862
"Housing, Water, Electricity, Gas & Other Fuels",2011-07-31,2.185307796731399
"Housing, Water, Electricity, Gas & Other Fuels",2011-08-31,2.061990047833493
"Housing, Water, Electricity, Gas & Other Fuels",2011-09-30,2.080964188287133
"Housing, Water, Electricity, Gas & Other Fuels",2011-10-31,1.9844298065918566
"Housing, Water, Electricity, Gas & Other Fuels",2011-11-30,1.9854399377414629
"Housing, Water, Electricity, Gas & Other Fuels",2011-12-31,1.8843943661732976
"Housing, Water, Electricity, Gas & Other Fuels",2012-01-31,1.9025818383037492
"Housing, Water, Electricity, Gas & Other Fuels",2012-02-29,2.1195491027688043
"Housing, Water, Electricity, Gas & Other Fuels",2012-03-31,2.004325521556527
"Housing, Water, Electricity, Gas & Other Fuels",2012-04-30,1.9915605179340392
"Housing, Water, Electricity, Gas & Other Fuels",2012-05-31,1.9869140844901794
"Housing, Water, Electricity, Gas & Other Fuels",2012-06-30,1.7986927048680519
"Housing, Water, Electricity, Gas & Other Fuels",2012-07-31,1.7493081756755748
"Housing, Water, Electricity, Gas & Other Fuels",2012-08-31,1.616727810952452
"Housing, Water, Electricity, Gas & Other Fuels",2012-09-30,1.6106546933879806
"Housing, Water, Electricity, Gas & Other Fuels",2012-10-31,1.617001854753368
"Housing, Water, Electricity, Gas & Other Fuels",2012-11-30,1.6688477757143731
"Housing, Water, Electricity, Gas & Other Fuels",2012-12-31,1.6694773417699913
"Housing, Water, Electricity, Gas & Other Fuels",2013-01-31,1.6320499925056964
"Housing, Water, Electricity, Gas & Other Fuels",2013-02-28,1.3441968767787402
"Housing, Water, Electricity, Gas & Other Fuels",2013-03-31,1.3441202164336044
"Housing, Water, Electricity, Gas & Other Fuels",2013-04-30,1.338127995839686
"Housing, Water, Electricity, Gas & Other Fuels",2013-05-31,1.6769583183498402
"Housing, Water, Electricity, Gas & Other Fuels",2013-06-30,1.6646587826755335
"Housing, Water, Electricity, Gas & Other Fuels",2013-07-31,1.6523044081671114
"Housing, Water, Electricity, Gas & Other Fuels",2013-08-31,1.8140223562661484
"Housing, Water, Electricity, Gas & Other Fuels",2013-09-30,1.807954395101101
"Housing, Water, Electricity, Gas & Other Fuels",2013-10-31,1.8257743297140279
"Housing, Water, Electricity, Gas & Other Fuels",2013-11-30,2.370296481817355
"Housing, Water, Electricity, Gas & Other Fuels",2013-12-31,2.442563498013278
"Housing, Water, Electricity, Gas & Other Fuels",2014-01-31,3.149143334114478
"Housing, Water, Electricity, Gas & Other Fuels",2014-02-28,3.356234655227164
"Housing, Water, Electricity, Gas & Other Fuels",2014-03-31,3.3680487880243666
"Housing, Water, Electricity, Gas & Other Fuels",2014-04-30,3.3860148674702857
"Housing, Water, Electricity, Gas & Other Fuels",2014-05-31,3.20377698586249
"Housing, Water, Electricity, Gas & Other Fuels",2014-06-30,3.2156704637553295
"Housing, Water, Electricity, Gas & Other Fuels",2014-07-31,3.2334546450420385
"Housing, Water, Electricity, Gas & Other Fuels",2014-08-31,3.16906624600638
"Housing, Water, Electricity, Gas & Other Fuels",2014-09-30,3.1811208593959113
"Housing, Water, Electricity, Gas & Other Fuels",2014-10-31,3.1628001204786
"Housing, Water, Electricity, Gas & Other Fuels",2014-11-30,2.9367207832643794
"Housing, Water, Electricity, Gas & Other Fuels",2014-12-31,2.8409260242974215
"Housing, Water, Electricity, Gas & Other Fuels",2015-01-31,1.798656416084799
"Housing, Water, Electricity, Gas & Other Fuels",2015-02-28,2.116332935353899
"Housing, Water, Electricity, Gas & Other Fuels",2015-03-31,1.7228829943466146
"Housing, Water, Electricity, Gas & Other Fuels",2015-04-30,2.0521023689155844
"Housing, Water, Electricity, Gas & Other Fuels",2015-05-31,2.3640462455082134
"Housing, Water, Electricity, Gas & Other Fuels",2015-06-30,2.3574654296361732
"Housing, Water, Electricity, Gas & Other Fuels",2015-07-31,2.333843064627154
"Housing, Water, Electricity, Gas & Other Fuels",2015-08-31,2.7312014240853477
"Housing, Water, Electricity, Gas & Other Fuels",2015-09-30,2.731486685932432
"Housing, Water, Electricity, Gas & Other Fuels",2015-10-31,2.725587018888188
"Housing, Water, Electricity, Gas & Other Fuels",2015-11-30,2.529136764999825
"Housing, Water, Electricity, Gas & Other Fuels",2015-12-31,2.552681397874721
"Housing, Water, Electricity, Gas & Other Fuels",2016-01-31,3.061909173485687
"Housing, Water, Electricity, Gas & Other Fuels",2016-02-29,2.542608255540657
"Housing, Water, Electricity, Gas & Other Fuels",2016-03-31,2.924305105040191
"Housing, Water, Electricity, Gas & Other Fuels",2016-04-30,2.568406514553137
"Housing, Water, Electricity, Gas & Other Fuels",2016-05-31,2.1259217650265256
"Housing, Water, Electricity, Gas & Other Fuels",2016-06-30,2.120289764623193
"Housing, Water, Electricity, Gas & Other Fuels",2016-07-31,2.1376222503029743
"Housing, Water, Electricity, Gas & Other Fuels",2016-08-31,1.663249100654214
"Housing, Water, Electricity, Gas & Other Fuels",2016-09-30,1.662504252134759
"Housing, Water, Electricity, Gas & Other Fuels",2016-10-31,1.6743054890864812
"Housing, Water, Electricity, Gas & Other Fuels",2016-11-30,1.5831511008409065
"Housing, Water, Electricity, Gas & Other Fuels",2016-12-31,1.5948859691495725
"Housing, Water, Electricity, Gas & Other Fuels",2017-01-31,1.4385216014714826
"Housing, Water, Electricity, Gas & Other Fuels",2017-02-28,1.6078000354941933
"Housing, Water, Electricity, Gas & Other Fuels",2017-03-31,1.609165157884572
"Housing, Water, Electricity, Gas & Other Fuels",2017-04-30,1.615440000418622
"Housing, Water, Electricity, Gas & Other Fuels",2017-05-31,1.6048669419189907
"Housing, Water, Electricity, Gas & Other Fuels",2017-06-30,1.6104940196931845
"Housing, Water, Electricity, Gas & Other Fuels",2017-07-31,1.5999334329250006
"Housing, Water, Electricity, Gas & Other Fuels",2017-08-31,1.5290291985190823
"Housing, Water, Electricity, Gas & Other Fuels",2017-09-30,1.523424727650787
"Housing, Water, Electricity, Gas & Other Fuels",2017-10-31,1.528570379699317
"Housing, Water, Electricity, Gas & Other Fuels",2017-11-30,1.415916232466069
"Housing, Water, Electricity, Gas & Other Fuels",2017-12-31,1.404185173608663
"Housing, Water, Electricity, Gas & Other Fuels",2018-01-31,1.1829639594369759
"Housing, Water, Electricity, Gas & Other Fuels",2018-02-28,1.143801620424923
"Housing, Water, Electricity, Gas & Other Fuels",2018-03-31,1.1486833361558209
"Housing, Water, Electricity, Gas & Other Fuels",2018-04-30,1.3646634612605228
"Housing, Water, Electricity, Gas & Other Fuels",2018-05-31,1.4908950097439033
"Housing, Water, Electricity, Gas & Other Fuels",2018-06-30,0.9594377399767616
"Housing, Water, Electricity, Gas & Other Fuels",2018-07-31,1.43485078135709
"Housing, Water, Electricity, Gas & Other Fuels",2018-08-31,1.445099335536671
"Housing, Water, Electricity, Gas & Other Fuels",2018-09-30,1.6303501747639386
"Housing, Water, Electricity, Gas & Other Fuels",2018-10-31,1.619110085961139
"Housing, Water, Electricity, Gas & Other Fuels",2018-11-30,1.618952797597298
"Housing, Water, Electricity, Gas & Other Fuels",2018-12-31,1.6301466408969998
"Housing, Water, Electricity, Gas & Other Fuels",2019-01-31,1.8661826003525048
"Housing, Water, Electricity, Gas & Other Fuels",2019-02-28,1.7440836954915495
"Housing, Water, Electricity, Gas & Other Fuels",2019-03-31,1.7322001685255606
"Housing, Water, Electricity, Gas & Other Fuels",2019-04-30,1.5137984800452156
"Housing, Water, Electricity, Gas & Other Fuels",2019-05-31,1.3790557968185353
"Housing, Water, Electricity, Gas & Other Fuels",2019-06-30,1.9071661848832662
"Housing, Water, Electricity, Gas & Other Fuels",2019-07-31,1.4393208005386897
"Housing, Water, Electricity, Gas & Other Fuels",2019-08-31,1.416221329254534
"Housing, Water, Electricity, Gas & Other Fuels",2019-09-30,1.236166157384394
"Housing, Water, Electricity, Gas & Other Fuels",2019-10-31,1.240587439067585
"Housing, Water, Electricity, Gas & Other Fuels",2019-11-30,1.2479805079411572
"Housing, Water, Electricity, Gas & Other Fuels",2019-12-31,1.241922067245993
"Housing, Water, Electricity, Gas & Other Fuels",2020-01-31,1.2409051451189423
"Housing, Water, Electricity, Gas & Other Fuels",2020-02-29,1.1635198383612793
"Housing, Water, Electricity, Gas & Other Fuels",2020-03-31,1.1635198383612793
"Housing, Water, Electricity, Gas & Other Fuels",2020-04-30,-3.148841607085315
"Housing, Water, Electricity, Gas & Other Fuels",2020-05-31,-3.475346416812485
"Housing, Water, Electricity, Gas & Other Fuels",2020-06-30,-3.475346416812485
"Housing, Water, Electricity, Gas & Other Fuels",2020-07-31,-3.485405775744411
"Housing, Water, Electricity, Gas & Other Fuels",2020-08-31,-3.632010574639235
"Housing, Water, Electricity, Gas & Other Fuels",2020-09-30,-3.636943275265997
"Housing, Water, Electricity, Gas & Other Fuels",2020-10-31,-3.646677684011996
"Housing, Water, Electricity, Gas & Other Fuels",2020-11-30,-3.8292031540499036
"Housing, Water, Electricity, Gas & Other Fuels",2020-12-31,-3.823939355251113
"Housing, Water, Electricity, Gas & Other Fuels",2021-01-31,-0.9952225093235498
"Housing, Water, Electricity, Gas & Other Fuels",2021-02-28,-0.8609813911983997
"Housing, Water, Electricity, Gas & Other Fuels",2021-03-31,-0.8394666586695916
"Housing, Water, Electricity, Gas & Other Fuels",2021-04-30,3.5907616920193384
"Housing, Water, Electricity, Gas & Other Fuels",2021-05-31,3.7262384444742973
"Housing, Water, Electricity, Gas & Other Fuels",2021-06-30,3.7262384444742973
"Housing, Water, Electricity, Gas & Other Fuels",2021-07-31,0.7883403380785213
"Housing, Water, Electricity, Gas & Other Fuels",2021-08-31,0.7050910651256057
"Housing, Water, Electricity, Gas & Other Fuels",2021-09-30,0.7158398670072272
"Housing, Water, Electricity, Gas & Other Fuels",2021-10-31,3.6771223036883653
"Housing, Water, Electricity, Gas & Other Fuels",2021-11-30,3.7571856525733223
"Housing, Water, Electricity, Gas & Other Fuels",2021-12-31,3.773610103177856
"Housing, Water, Electricity, Gas & Other Fuels",2022-01-31,0.8184562822774383
"Housing, Water, Electricity, Gas & Other Fuels",2022-02-28,1.1688823625858276
"Housing, Water, Electricity, Gas & Other Fuels",2022-03-31,1.1517395300579012
"Housing, Water, Electricity, Gas & Other Fuels",2022-04-30,1.1525267747914256
"Housing, Water, Electricity, Gas & Other Fuels",2022-05-31,1.3083559203450514
"Housing, Water, Electricity, Gas & Other Fuels",2022-06-30,1.3387154488769037
"Housing, Water, Electricity, Gas & Other Fuels",2022-07-31,4.302707370559385
"Housing, Water, Electricity, Gas & Other Fuels",2022-08-31,4.603687882613203
"Housing, Water, Electricity, Gas & Other Fuels",2022-09-30,4.592579388601411
"Housing, Water, Electricity, Gas & Other Fuels",2022-10-31,1.6062123127939585
"Housing, Water, Electricity, Gas & Other Fuels",2022-11-30,1.6922524278620705
"Housing, Water, Electricity, Gas & Other Fuels",2022-12-31,1.6706763060720915
"Housing, Water, Electricity, Gas & Other Fuels",2023-01-31,1.684552229022819
"Housing, Water, Electricity, Gas & Other Fuels",2023-02-28,1.6072169537815983
"Housing, Water, Electricity, Gas & Other Fuels",2023-03-31,1.6076940171184093
"Housing, Water, Electricity, Gas & Other Fuels",2023-04-30,1.5962780773308842
"Housing, Water, Electricity, Gas & Other Fuels",2023-05-31,1.7120226162619727
"Housing, Water, Electricity, Gas & Other Fuels",2023-06-30,1.6812954724497495
"Housing, Water, Electricity, Gas & Other Fuels",2023-07-31,1.6650573289338721
"Housing, Water, Electricity, Gas & Other Fuels",2023-08-31,1.6243069290006589
"Housing, Water, Electricity, Gas & Other Fuels",2023-09-30,1.6243069290006589
"Housing, Water, Electricity, Gas & Other Fuels",2023-10-31,1.6298062384544594
"Housing, Water, Electricity, Gas & Other Fuels",2023-11-30,1.6708421227251955
"Housing, Water, Electricity, Gas & Other Fuels",2023-12-31,1.6658077484862046
"Housing, Water, Electricity, Gas & Other Fuels",2024-01-31,1.956977934261199
"Housing, Water, Electricity, Gas & Other Fuels",2024-02-29,2.6954931563890354
"Housing, Water, Electricity, Gas & Other Fuels",2024-03-31,3.138497933210667
"Housing, Water, Electricity, Gas & Other Fuels",2024-04-30,3.1381585941578223
"Housing, Water, Electricity, Gas & Other Fuels",2024-05-31,3.2043410040395544
"Housing, Water, Electricity, Gas & Other Fuels",2024-06-30,3.2092973878619175
"Housing, Water, Electricity, Gas & Other Fuels",2024-07-31,3.2092973878619175
"Housing, Water, Electricity, Gas & Other Fuels",2024-08-31,3.1343413505108804
"Housing, Water, Electricity, Gas & Other Fuels",2024-09-30,3.144166021686698
"Housing, Water, Electricity, Gas & Other Fuels",2024-10-31,3.1543623612753313
"Housing, Water, Electricity, Gas & Other Fuels",2024-11-30,3.0583457349055294
"Housing, Water, Electricity, Gas & Other Fuels",2024-12-31,3.0583457349055294
"Housing, Water, Electricity, Gas & Other Fuels",2025-01-31,2.742942656996945
"Housing, Water, Electricity, Gas & Other Fuels",2025-02-28,1.7621989861086207
"Housing, Water, Electricity, Gas & Other Fuels",2025-03-31,1.3187994285866964
"Housing, Water, Electricity, Gas & Other Fuels",2025-04-30,1.346856325018915
"Housing, Water, Electricity, Gas & Other Fuels",2025-05-31,1.157056198891747
"Housing, Water, Electricity, Gas & Other Fuels",2025-06-30,1.156994279833337
"Housing, Water, Electricity, Gas & Other Fuels",2025-07-31,0.6596074909221005
"Housing, Water, Electricity, Gas & Other Fuels",2025-08-31,0.8984248451341853
Information & Communication,2010-01-31,
Information & Communication,2010-02-28,
Information & Communication,2010-03-31,
Information & Communication,2010-04-30,
Information & Communication,2010-05-31,
Information & Communication,2010-06-30,
Information & Communication,2010-07-31,
Information & Communication,2010-08-31,
Information & Communication,2010-09-30,
Information & Communication,2010-10-31,
Information & Communication,2010-11-30,
Information & Communication,2010-12-31,
Information & Communication,2011-01-31,-0.35961905060994254
Information & Communication,2011-02-28,-0.30950912224987986
Information & Communication,2011-03-31,-0.2356323765736024
Information & Communication,2011-04-30,-0.029100565724092545
Information & Communication,2011-05-31,-0.14808334474988374
Information & Communication,2011-06-30,-0.216725239085392
Information & Communication,2011-07-31,-0.5374461265676554
Information & Communication,2011-08-31,-0.5503092848842394
Information & Communication,2011-09-30,-0.5690533039306618
Information & Communication,2011-10-31,-0.5756681521244373
Information & Communication,2011-11-30,-0.6511258552962168
Information & Communication,2011-12-31,-0.6822132784237801
Information & Communication,2012-01-31,-0.6695078811840103
Information & Communication,2012-02-29,-0.7136093501614239
Information & Communication,2012-03-31,-0.7450346290861707
Information & Communication,2012-04-30,-0.7268425751711174
Information & Communication,2012-05-31,-0.5712531104741305
Information & Communication,2012-06-30,-0.49652421293826104
Information & Communication,2012-07-31,-0.4465288508762592
Information & Communication,2012-08-31,-0.47168847088013
Information & Communication,2012-09-30,-0.5410378269908152
Information & Communication,2012-10-31,-0.5980548005658997
Information & Communication,2012-11-30,-0.5665234360535426
Information & Communication,2012-12-31,-0.5419626712831409
Information & Communication,2013-01-31,-0.6369423502363935
Information & Communication,2013-02-28,-0.5172972704854228
Information & Communication,2013-03-31,-0.57510402301379
Information & Communication,2013-04-30,-0.6002679333875056
Information & Communication,2013-05-31,-0.6258310296606701
Information & Communication,2013-06-30,-0.6512392277617866
Information & Communication,2013-07-31,-0.6890200198668144
Information & Communication,2013-08-31,-0.683202043159533
Information & Communication,2013-09-30,-0.6211591417365367
Information & Communication,2013-10-31,-0.5458583081538613
Information & Communication,2013-11-30,-0.6094980754498713
Information & Communication,2013-12-31,-0.6286329018649978
Information & Communication,2014-01-31,-0.5272299252221793
Information & Communication,2014-02-28,-0.6348551301924229
Information & Communication,2014-03-31,-0.5778959320711659
Information & Communication,2014-04-30,-0.6356428145620361
Information & Communication,2014-05-31,-0.6362881217999383
Information & Communication,2014-06-30,-0.668193830078849
Information & Communication,2014-07-31,-0.7009853455619546
Information & Communication,2014-08-31,-0.7145136454203588
Information & Communication,2014-09-30,-0.7401068998618296
Information & Communication,2014-10-31,-0.8041101502500168
Information & Communication,2014-11-30,-0.7409583284975735
Information & Communication,2014-12-31,-0.766493806257755
Information & Communication,2015-01-31,-0.805161849675673
Information & Communication,2015-02-28,-0.7801032685906761
Information & Communication,2015-03-31,-0.7804555668422419
Information & Communication,2015-04-30,2.765022057489257
Information & Communication,2015-05-31,2.888104340957949
Information & Communication,2015-06-30,2.959659325390758
Information & Communication,2015-07-31,3.2725985985209385
Information & Communication,2015-08-31,3.402876423902257
Information & Communication,2015-09-30,3.6596299449868295
Information & Communication,2015-10-31,3.7340360849783454
Information & Communication,2015-11-30,3.7801818502671822
Information & Communication,2015-12-31,3.8078303172917174
Information & Communication,2016-01-31,1.2944628599329968
Information & Communication,2016-02-29,1.296223350285628
Information & Communication,2016-03-31,1.3803662367947638
Information & Communication,2016-04-30,-2.009375173180366
Information & Communication,2016-05-31,-2.0644403463505014
Information & Communication,2016-06-30,-2.0670543795245435
Information & Communication,2016-07-31,-2.294120190552117
Information & Communication,2016-08-31,-2.3538654061514537
Information & Communication,2016-09-30,-2.5718146257588073
Information & Communication,2016-10-31,-2.6149162934290855
Information & Communication,2016-11-30,-2.690677701964026
Information & Communication,2016-12-31,-2.7150437771769296
Information & Communication,2017-01-31,-0.2702585049080365
Information & Communication,2017-02-28,-0.27050811997219526
Information & Communication,2017-03-31,-0.2696409755704218
Information & Communication,2017-04-30,-0.2723637960241859
Information & Communication,2017-05-31,-0.305913900913491
Information & Communication,2017-06-30,-0.32156611174547906
Information & Communication,2017-07-31,-0.3215944357360757
Information & Communication,2017-08-31,-0.30523531363882
Information & Communication,2017-09-30,-0.3120844955139444
Information & Communication,2017-10-31,-0.3173388091585481
Information & Communication,2017-11-30,-0.3360759063853184
Information & Communication,2017-12-31,-0.31911313310584855
Information & Communication,2018-01-31,-0.12134959623930977
Information & Communication,2018-02-28,-0.16901088394941227
Information & Communication,2018-03-31,-0.24640366096375724
Information & Communication,2018-04-30,-0.6021681523149469
Information & Communication,2018-05-31,-0.7025841862665715
Information & Communication,2018-06-30,-3.258157247216297
Information & Communication,2018-07-31,-3.334935775406183
Information & Communication,2018-08-31,-3.3724483328120254
Information & Communication,2018-09-30,-1.1799792143100598
Information & Communication,2018-10-31,-1.1504988529581366
Information & Communication,2018-11-30,-1.0621495770154614
Information & Communication,2018-12-31,-1.0674798643273982
Information & Communication,2019-01-31,-1.3210240942560327
Information & Communication,2019-02-28,-1.2627008429253725
Information & Communication,2019-03-31,-1.20508627635509
Information & Communication,2019-04-30,-0.8535694198970586
Information & Communication,2019-05-31,-0.7263612746169497
Information & Communication,2019-06-30,1.9180488982528
Information & Communication,2019-07-31,2.0016114906956037
Information & Communication,2019-08-31,2.0052343170167837
Information & Communication,2019-09-30,-0.2131874925832722
Information & Communication,2019-10-31,1.6989153686217098
Information & Communication,2019-11-30,1.699795024645521
Information & Communication,2019-12-31,1.7327526367122612
Information & Communication,2020-01-31,1.8053887433373468
Information & Communication,2020-02-29,1.8051188838822105
Information & Communication,2020-03-31,1.8051188838822105
Information & Communication,2020-04-30,1.811561578426832
Information & Communication,2020-05-31,1.8180104823467282
Information & Communication,2020-06-30,1.8180104823467282
Information & Communication,2020-07-31,1.8247337065905922
Information & Communication,2020-08-31,1.8667352400693977
Information & Communication,2020-09-30,1.8667352400693977
Information & Communication,2020-10-31,-0.006384065372829619
Information & Communication,2020-11-30,-0.006384065372829619
Information & Communication,2020-12-31,0.0
Information & Communication,2021-01-31,0.0
Information & Communication,2021-02-28,0.02593568163977155
Information & Communication,2021-03-31,0.006727061334717982
Information & Communication,2021-04-30,-0.01915285584954615
Information & Communication,2021-05-31,-0.012865129491396867
Information & Communication,2021-06-30,-0.012865129491396867
Information & Communication,2021-07-31,-0.012865129491396867
Information & Communication,2021-08-31,-0.012865129491396867
Information & Communication,2021-09-30,-0.01915285584954615
Information & Communication,2021-10-31,-0.01915285584954615
Information & Communication,2021-11-30,-0.02554344889658041
Information & Communication,2021-12-31,-0.03194713742116981
Information & Communication,2022-01-31,-0.06285157142207135
Information & Communication,2022-02-28,-0.08878046430619499
Information & Communication,2022-03-31,-0.08237536397971075
Information & Communication,2022-04-30,-0.06299908883498835
Information & Communication,2022-05-31,-0.06928681519313763
Information & Communication,2022-06-30,-0.07560632985441211
Information & Communication,2022-07-31,-0.09429664244065061
Information & Communication,2022-08-31,-0.1202841684281773
Information & Communication,2022-09-30,-0.12030953496836927
Information & Communication,2022-10-31,-0.11350866445694398
Information & Communication,2022-11-30,-0.10711807140990971
Information & Communication,2022-12-31,-0.12012011893204538
Information & Communication,2023-01-31,-1.4219636108719105
Information & Communication,2023-02-28,-1.422215218898811
Information & Communication,2023-03-31,-1.4163649271430385
Information & Communication,2023-04-30,-1.40995612988324
Information & Communication,2023-05-31,-3.4949102254032893
Information & Communication,2023-06-30,-3.4694553160841615
Information & Communication,2023-07-31,-3.5102636573778248
Information & Communication,2023-08-31,-3.4924280487636
Information & Communication,2023-09-30,-3.486636572194651
Information & Communication,2023-10-31,-3.505701763078272
Information & Communication,2023-11-30,-3.5183947177584987
Information & Communication,2023-12-31,-3.5252212520074373
